Date,Departure Airport,Departure Airport Rating (out of 10),Departure Airport On Time Rating (out of 10),Departure Airport Service Rating (out of 10),Arrival Airport,Arrival Airport Rating (out of 10),Arrival Airport On Time Rating (out of 10),Arrival Airport Service Rating (out of 10),Airplane Type,Expected Departure Time,Departure Time,Departure Delay,Duration,Expected Arrival Time,Arrival Time,Arrival Time Delay,Carrier,Carrier Rating (out of 10),Carrier Market Share (out of 100),Carrier Load Factor (out of 100),Carrier On Time Performance Rating (out of 100),totalSnow_cm,DewPointC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
05-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:40,05:45,00:05:00,01:57,07:50,07:42,-0:08:00,Go Air,7.2,8.8,93.3,91.8,0,13,9,2,16,0,1003,40,10,92,8
05-02-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,06:48,00:03:00,01:18,08:25,08:06,-0:19:00,Air India,6.6,12,80.75,70.3,0,19,14,24,65,0,1009,26,10,218,11
05-02-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:13,00:13:00,01:34,09:05,08:47,-0:18:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
05-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:38,00:33:00,01:58,09:10,09:36,00:26:00,Air India,6.6,12,80.75,70.3,0,13,9,2,16,0,1003,40,10,92,8
05-02-2018,CCU,,,,DEL,7.99,7.3,9.1,,07:00,07:06,00:06:00,02:05,09:10,09:11,00:01:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
05-02-2018,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:26,00:16:00,02:13,08:55,08:39,-0:16:00,Air India,6.6,12,80.75,70.3,0,19,14,24,65,0,1009,26,10,218,11
06-02-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:45,06:00,00:15:00,02:16,08:35,08:16,-0:19:00,Spicejet,6.8,13.1,93.9,74.7,0,20,10,85,75,0,1009,24,8,271,7
06-02-2018,CCU,,,,DEL,7.99,7.3,9.1,B738,07:40,08:17,00:37:00,02:13,10:15,10:30,00:15:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
06-02-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:05,05:12,00:07:00,01:22,06:50,06:34,-0:16:00,Indigo,7.9,39.7,90.9,87.4,0,20,10,85,75,0,1009,24,8,271,7
06-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:17,00:07:00,02:13,09:25,09:30,00:05:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
06-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,07:20,07:27,00:07:00,02:11,09:30,09:38,00:08:00,Vistara,9.2,3.6,81.8,89,0,17,17,0,34,0,1003,32,10,130,15
06-02-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:06,00:06:00,02:16,09:40,09:22,-0:18:00,Vistara,9.2,3.6,81.8,89,0,20,10,85,75,0,1009,24,8,271,7
06-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,04:55,05:04,00:09:00,02:01,07:05,07:05,00:00:00,Indigo,7.9,39.7,90.9,87.4,0,17,17,0,34,0,1003,32,10,130,15
06-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,06:10,00:05:00,02:01,08:35,08:10,-0:25:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
06-02-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:45,06:01,00:16:00,01:20,07:15,07:21,00:06:00,Go Air,7.2,8.8,93.3,91.8,0,20,10,85,75,0,1009,24,8,271,7
06-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:40,05:41,00:01:00,02:02,07:50,07:43,-0:07:00,Go Air,7.2,8.8,93.3,91.8,0,17,17,0,34,0,1003,32,10,130,15
06-02-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,07:00,00:15:00,01:16,08:25,08:16,-0:09:00,Air India,6.6,12,80.75,70.3,0,20,10,85,75,0,1009,24,8,271,7
06-02-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:20,00:20:00,01:31,09:05,08:51,-0:14:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
06-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:20,00:15:00,01:56,09:10,09:17,00:07:00,Air India,6.6,12,80.75,70.3,0,17,17,0,34,0,1003,32,10,130,15
06-02-2018,CCU,,,,DEL,7.99,7.3,9.1,,07:00,07:07,00:07:00,02:02,09:10,09:09,-0:01:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
06-02-2018,BLR,,,,DEL,7.99,7.3,9.1,,06:00,06:14,00:14:00,02:14,08:35,08:28,-0:07:00,Air India,6.6,12,80.75,70.3,0,20,10,85,75,0,1009,24,8,271,7
07-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,07:20,07:30,00:10:00,02:03,09:30,09:34,00:04:00,Vistara,9.2,3.6,81.8,89,0,21,17,21,36,0.1,994,39,9,269,14
07-02-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:02,00:02:00,02:17,09:40,09:19,-0:21:00,Vistara,9.2,3.6,81.8,89,0,18,20,27,51,0,1006,29,10,260,18
07-02-2018,CCU,,,,DEL,7.99,7.3,9.1,B738,07:40,08:08,00:28:00,02:05,10:15,10:14,-0:01:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
07-02-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:45,06:03,00:18:00,02:15,08:35,08:18,-0:17:00,Spicejet,6.8,13.1,93.9,74.7,0,18,20,27,51,0,1006,29,10,260,18
07-02-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:05,05:12,00:07:00,01:22,06:50,06:34,-0:16:00,Indigo,7.9,39.7,90.9,87.4,0,18,20,27,51,0,1006,29,10,260,18
07-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A20N,06:05,06:10,00:05:00,02:05,08:35,08:15,-0:20:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
07-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,04:55,05:03,00:08:00,02:08,07:05,07:11,00:06:00,Indigo,7.9,39.7,90.9,87.4,0,21,17,21,36,0.1,994,39,9,269,14
07-02-2018,BLR,,,,BOM,7.29,6.2,9,A320,05:45,05:50,00:05:00,01:20,07:15,07:09,-0:06:00,Go Air,7.2,8.8,93.3,91.8,0,18,20,27,51,0,1006,29,10,260,18
07-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:40,05:39,-0:01:00,02:04,07:50,07:43,-0:07:00,Go Air,7.2,8.8,93.3,91.8,0,21,17,21,36,0.1,994,39,9,269,14
07-02-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,06:56,00:11:00,01:19,08:25,08:14,-0:11:00,Air India,6.6,12,80.75,70.3,0,18,20,27,51,0,1006,29,10,260,18
07-02-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,08:11,01:11:00,01:38,09:05,09:49,00:44:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
07-02-2018,CCU,,,,DEL,7.99,7.3,9.1,,07:00,06:58,-0:02:00,02:04,09:10,09:02,-0:08:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
07-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:17,00:12:00,02:05,09:10,09:22,00:12:00,Air India,6.6,12,80.75,70.3,0,21,17,21,36,0.1,994,39,9,269,14
07-02-2018,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:18,00:08:00,02:11,08:55,08:30,-0:25:00,Air India,6.6,12,80.75,70.3,0,18,20,27,51,0,1006,29,10,260,18
08-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:20,00:10:00,02:12,09:25,09:32,00:07:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
08-02-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:02,00:02:00,02:20,09:40,09:22,-0:18:00,Vistara,9.2,3.6,81.8,89,0,18,28,21,79,0,1010,21,10,261,20
08-02-2018,CCU,,,,DEL,7.99,7.3,9.1,B738,07:40,07:51,00:11:00,00:26,10:15,08:17,-1:58:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
08-02-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:45,06:08,00:23:00,02:17,08:35,08:25,-0:10:00,Spicejet,6.8,13.1,93.9,74.7,0,18,28,21,79,0,1010,21,10,261,20
08-02-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:05,05:08,00:03:00,01:21,06:50,06:28,-0:22:00,Indigo,7.9,39.7,90.9,87.4,0,18,28,21,79,0,1010,21,10,261,20
08-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,04:55,05:09,00:14:00,02:01,07:05,07:11,00:06:00,Indigo,7.9,39.7,90.9,87.4,0,22,10,11,51,0,997,32,10,242,9
08-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,07:20,07:26,00:06:00,01:58,09:30,09:24,-0:06:00,Vistara,9.2,3.6,81.8,89,0,22,10,11,51,0,997,32,10,242,9
08-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,06:18,00:13:00,02:05,08:35,08:23,-0:12:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
08-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:40,05:43,00:03:00,02:06,07:50,07:49,-0:01:00,Go Air,7.2,8.8,93.3,91.8,0,22,10,11,51,0,997,32,10,242,9
08-02-2018,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:33,00:23:00,02:17,08:55,08:50,-0:05:00,Air India,6.6,12,80.75,70.3,0,18,28,21,79,0,1010,21,10,261,20
08-02-2018,CCU,,,,DEL,7.99,7.3,9.1,,07:00,07:01,00:01:00,02:12,09:10,09:13,00:03:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
08-02-2018,BLR,,,,BOM,7.29,6.2,9,A320,05:45,06:06,00:21:00,01:23,07:15,07:29,00:14:00,Go Air,7.2,8.8,93.3,91.8,0,18,28,21,79,0,1010,21,10,261,20
08-02-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:05,00:05:00,01:36,09:05,08:41,-0:24:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
08-02-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,06:53,00:08:00,01:24,08:25,08:17,-0:08:00,Air India,6.6,12,80.75,70.3,0,18,28,21,79,0,1010,21,10,261,20
08-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:24,00:19:00,02:03,09:10,09:27,00:17:00,Air India,6.6,12,80.75,70.3,0,22,10,11,51,0,997,32,10,242,9
09-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,07:20,07:30,00:10:00,02:06,09:30,09:36,00:06:00,Vistara,9.2,3.6,81.8,89,0,24,3,28,72,0.2,1002,28,9,171,2
09-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:25,00:15:00,02:09,09:25,09:35,00:10:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
09-02-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,06:57,-0:03:00,02:21,09:40,09:18,-0:22:00,Vistara,9.2,3.6,81.8,89,0,18,18,16,78,0,1012,22,10,282,15
09-02-2018,CCU,,,,DEL,7.99,7.3,9.1,B737,07:40,08:37,00:57:00,02:11,10:15,10:48,00:33:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
09-02-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:45,06:06,00:21:00,02:24,08:35,08:30,-0:05:00,Spicejet,6.8,13.1,93.9,74.7,0,18,18,16,78,0,1012,22,10,282,15
09-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,04:55,04:58,00:03:00,00:00,07:05,06:58,-0:07:00,Indigo,7.9,39.7,90.9,87.4,0,24,3,28,72,0.2,1002,28,9,171,2
09-02-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:05,05:08,00:03:00,01:30,06:50,06:38,-0:12:00,Indigo,7.9,39.7,90.9,87.4,0,18,18,16,78,0,1012,22,10,282,15
09-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:40,05:43,00:03:00,01:59,07:50,07:42,-0:08:00,Go Air,7.2,8.8,93.3,91.8,0,24,3,28,72,0.2,1002,28,9,171,2
09-02-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,07:08,00:23:00,01:26,08:25,08:34,00:09:00,Air India,6.6,12,80.75,70.3,0,18,18,16,78,0,1012,22,10,282,15
09-02-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:24,00:24:00,01:35,09:05,08:59,-0:06:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
09-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:21,00:16:00,02:09,09:10,09:30,00:20:00,Air India,6.6,12,80.75,70.3,0,24,3,28,72,0.2,1002,28,9,171,2
09-02-2018,CCU,,,,DEL,7.99,7.3,9.1,,07:00,07:13,00:13:00,02:09,09:10,09:22,00:12:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
09-02-2018,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:20,00:10:00,02:24,08:55,08:44,-0:11:00,Air India,6.6,12,80.75,70.3,0,18,18,16,78,0,1012,22,10,282,15
09-02-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:45,05:49,00:04:00,01:32,07:15,07:21,00:06:00,Go Air,7.2,8.8,93.3,91.8,0,18,18,16,78,0,1012,22,10,282,15
09-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,06:04,-0:01:00,02:05,08:35,08:08,-0:27:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
10-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,04:55,05:03,00:08:00,02:01,07:05,07:04,-0:01:00,Indigo,7.9,39.7,90.9,87.4,0,17,1,4,40,0,1007,29,10,146,1
10-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,07:20,07:23,00:03:00,00:00,09:30,09:23,-0:07:00,Vistara,9.2,3.6,81.8,89,0,17,1,4,40,0,1007,29,10,146,1
10-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:27,00:17:00,02:14,09:25,09:41,00:16:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
10-02-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:11,00:11:00,02:20,09:40,09:31,-0:09:00,Vistara,9.2,3.6,81.8,89,0,20,15,38,86,0,1011,22,10,113,9
10-02-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:45,06:30,00:45:00,02:16,08:35,08:46,00:11:00,Spicejet,6.8,13.1,93.9,74.7,0,20,15,38,86,0,1011,22,10,113,9
10-02-2018,CCU,,,,DEL,7.99,7.3,9.1,B737,07:40,07:57,00:17:00,02:25,10:15,10:22,00:07:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
10-02-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:05,05:13,00:08:00,01:23,06:50,06:36,-0:14:00,Indigo,7.9,39.7,90.9,87.4,0,20,15,38,86,0,1011,22,10,113,9
10-02-2018,BLR,,,,BOM,7.29,6.2,9,A320,05:45,05:54,00:09:00,01:21,07:15,07:15,00:00:00,Go Air,7.2,8.8,93.3,91.8,0,20,15,38,86,0,1011,22,10,113,9
10-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:40,05:48,00:08:00,02:15,07:50,08:03,00:13:00,Go Air,7.2,8.8,93.3,91.8,0,17,1,4,40,0,1007,29,10,146,1
10-02-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,06:53,00:08:00,01:27,08:25,08:20,-0:05:00,Air India,6.6,12,80.75,70.3,0,20,15,38,86,0,1011,22,10,113,9
10-02-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:30,00:30:00,01:41,09:05,09:11,00:06:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
10-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:17,00:12:00,02:08,09:10,09:25,00:15:00,Air India,6.6,12,80.75,70.3,0,17,1,4,40,0,1007,29,10,146,1
10-02-2018,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:23,00:13:00,02:11,08:55,08:34,-0:21:00,Air India,6.6,12,80.75,70.3,0,20,15,38,86,0,1011,22,10,113,9
10-02-2018,CCU,,,,DEL,7.99,7.3,9.1,,07:00,07:12,00:12:00,02:15,09:10,09:27,00:17:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
10-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,06:08,00:03:00,02:09,08:35,08:17,-0:18:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
11-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,07:20,07:30,00:10:00,01:59,09:30,09:30,00:00:00,Vistara,9.2,3.6,81.8,89,0,11,14,7,38,0,1011,25,10,137,11
11-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:16,00:06:00,02:14,09:25,09:30,00:05:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
11-02-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:45,05:56,00:11:00,02:15,08:35,08:11,-0:24:00,Spicejet,6.8,13.1,93.9,74.7,0,20,17,45,87,0,1012,22,10,117,12
11-02-2018,CCU,,,,DEL,7.99,7.3,9.1,B737,07:40,07:54,00:14:00,02:37,10:15,10:30,00:15:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
11-02-2018,BLR,,,,BOM,7.29,6.2,9,A320,05:05,05:11,00:06:00,01:23,06:50,06:34,-0:16:00,Indigo,7.9,39.7,90.9,87.4,0,20,17,45,87,0,1012,22,10,117,12
11-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,04:55,05:04,00:09:00,02:04,07:05,07:08,00:03:00,Indigo,7.9,39.7,90.9,87.4,0,11,14,7,38,0,1011,25,10,137,11
11-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,06:11,00:06:00,02:05,08:35,08:16,-0:19:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
11-02-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:45,05:47,00:02:00,01:24,07:15,07:11,-0:04:00,Go Air,7.2,8.8,93.3,91.8,0,20,17,45,87,0,1012,22,10,117,12
11-02-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,06:57,00:12:00,01:25,08:25,08:22,-0:03:00,Air India,6.6,12,80.75,70.3,0,20,17,45,87,0,1012,22,10,117,12
11-02-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:10,00:10:00,01:33,09:05,08:43,-0:22:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
11-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:12,00:07:00,01:57,09:10,09:09,-0:01:00,Air India,6.6,12,80.75,70.3,0,11,14,7,38,0,1011,25,10,137,11
11-02-2018,CCU,,,,DEL,7.99,7.3,9.1,,07:00,07:02,00:02:00,02:04,09:10,09:06,-0:04:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
11-02-2018,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:21,00:11:00,02:20,08:55,08:41,-0:14:00,Air India,6.6,12,80.75,70.3,0,20,17,45,87,0,1012,22,10,117,12
11-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,05:40,05:35,-0:05:00,02:02,07:50,07:37,-0:13:00,Go Air,7.2,8.8,93.3,91.8,0,11,14,7,38,0,1011,25,10,137,11
12-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,04:55,05:01,00:06:00,02:04,07:05,07:05,00:00:00,Indigo,7.9,39.7,90.9,87.4,0,6,3,0,20,0,1014,26,10,300,3
12-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,07:20,07:36,00:16:00,02:01,09:30,09:36,00:06:00,Vistara,9.2,3.6,81.8,89,0,6,3,0,20,0,1014,26,10,300,3
12-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:15,00:05:00,02:20,09:25,09:35,00:10:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
12-02-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:00,00:00:00,02:22,09:40,09:22,-0:18:00,Vistara,9.2,3.6,81.8,89,0,17,20,57,93,0,1014,18,10,94,13
12-02-2018,CCU,,,,DEL,7.99,7.3,9.1,B737,07:40,07:44,00:04:00,02:29,10:15,10:14,-0:01:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
12-02-2018,BLR,,,,BOM,7.29,6.2,9,A320,05:05,05:07,00:02:00,01:20,06:50,06:27,-0:23:00,Indigo,7.9,39.7,90.9,87.4,0,17,20,57,93,0,1014,18,10,94,13
12-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,06:07,00:02:00,02:18,08:35,08:26,-0:09:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
12-02-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:45,05:52,00:07:00,02:22,08:35,08:14,-0:21:00,Spicejet,6.8,13.1,93.9,74.7,0,17,20,57,93,0,1014,18,10,94,13
12-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:40,05:45,00:05:00,00:00,07:50,07:45,-0:05:00,Go Air,7.2,8.8,93.3,91.8,0,6,3,0,20,0,1014,26,10,300,3
12-02-2018,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:26,00:16:00,02:25,08:55,08:50,-0:05:00,Air India,6.6,12,80.75,70.3,0,17,20,57,93,0,1014,18,10,94,13
12-02-2018,CCU,,,,DEL,7.99,7.3,9.1,,07:00,07:13,00:13:00,02:14,09:10,09:27,00:17:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
12-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:25,00:20:00,02:02,09:10,09:26,00:16:00,Air India,6.6,12,80.75,70.3,0,6,3,0,20,0,1014,26,10,300,3
12-02-2018,BLR,,,,BOM,7.29,6.2,9,A320,05:45,06:02,00:17:00,01:19,07:15,07:21,00:06:00,Go Air,7.2,8.8,93.3,91.8,0,17,20,57,93,0,1014,18,10,94,13
12-02-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:55,00:55:00,01:46,09:05,09:41,00:36:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
12-02-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,06:48,00:03:00,01:28,08:25,08:16,-0:09:00,Air India,6.6,12,80.75,70.3,0,17,20,57,93,0,1014,18,10,94,13
13-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:14,00:04:00,02:07,09:25,09:21,-0:04:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
13-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,07:20,07:26,00:06:00,02:12,09:30,09:37,00:07:00,Vistara,9.2,3.6,81.8,89,0,11,11,0,52,0,1021,17,10,325,10
13-02-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:03,00:03:00,02:13,09:40,09:17,-0:23:00,Vistara,9.2,3.6,81.8,89,0,13,13,10,51,0,1019,24,10,112,12
13-02-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:45,06:08,00:23:00,02:19,08:35,08:27,-0:08:00,Spicejet,6.8,13.1,93.9,74.7,0,13,13,10,51,0,1019,24,10,112,12
13-02-2018,CCU,,,,DEL,7.99,7.3,9.1,B737,07:40,07:49,00:09:00,02:24,10:15,10:12,-0:03:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
13-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,06:06,00:01:00,02:02,08:35,08:08,-0:27:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
13-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,04:55,04:54,-0:01:00,02:05,07:05,06:59,-0:06:00,Indigo,7.9,39.7,90.9,87.4,0,11,11,0,52,0,1021,17,10,325,10
13-02-2018,BLR,,,,BOM,7.29,6.2,9,A320,05:05,05:07,00:02:00,01:20,06:50,06:27,-0:23:00,Indigo,7.9,39.7,90.9,87.4,0,13,13,10,51,0,1019,24,10,112,12
13-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:40,05:44,00:04:00,02:07,07:50,07:51,00:01:00,Go Air,7.2,8.8,93.3,91.8,0,11,11,0,52,0,1021,17,10,325,10
13-02-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:18,00:18:00,01:32,09:05,08:50,-0:15:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
13-02-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,06:59,00:14:00,01:34,08:25,08:33,00:08:00,Air India,6.6,12,80.75,70.3,0,13,13,10,51,0,1019,24,10,112,12
13-02-2018,CCU,,,,DEL,7.99,7.3,9.1,,07:00,07:00,00:00:00,02:03,09:10,09:03,-0:07:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
13-02-2018,BLR,,,,DEL,7.99,7.3,9.1,,06:00,06:19,00:19:00,02:19,08:35,08:38,00:03:00,Air India,6.6,12,80.75,70.3,0,13,13,10,51,0,1019,24,10,112,12
13-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:13,00:08:00,02:20,09:10,09:32,00:22:00,Air India,6.6,12,80.75,70.3,0,11,11,0,52,0,1021,17,10,325,10
13-02-2018,BLR,,,,BOM,7.29,6.2,9,A320,05:45,05:48,00:03:00,01:22,07:15,07:10,-0:05:00,Go Air,7.2,8.8,93.3,91.8,0,13,13,10,51,0,1019,24,10,112,12
14-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,04:55,05:01,00:06:00,01:40,07:05,06:41,-0:24:00,Indigo,7.9,39.7,90.9,87.4,0,8,14,3,53,0,1020,14,10,297,11
14-02-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,07:20,08:43,01:23:00,01:54,09:30,10:37,01:07:00,Vistara,9.2,3.6,81.8,89,0,8,14,3,53,0,1020,14,10,297,11
14-02-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:10,07:14,00:04:00,02:18,09:25,09:32,00:07:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
14-02-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:01,00:01:00,02:34,09:40,09:35,-0:05:00,Vistara,9.2,3.6,81.8,89,0,16,18,35,84,0,1018,18,10,93,13
14-02-2018,CCU,,,,DEL,7.99,7.3,9.1,B737,07:40,08:07,00:27:00,02:05,10:15,10:12,-0:03:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
